"project_identifier"	"project_title"	"project_description"	"project_contributor"	"min_lon"	"min_lat"	"max_lon"	"max_lat"	"min_time"	"max_time"	"project_taxa"
Lepmon	Lepmon Project	Das Lepmon Projekt|Lepmon Urban Gradient Experiment|Alle Standorte des Lepmon Urban Gradien Experiment|Jena (J) Urban Gradient|Alle Fallen des Urban Gradient Experiments am Standort Jena	Paul Bodesheim; Dennis Böttger; Christian Bräunig; Gunnar Brehm; Peter Grobe; Martin Planke; Julie Sheard; Roel van Klink; Hui Yu	11.5366376	50.9403329	11.5366376	50.9403329	2025-07-02 21:02:00.000	2025-07-03 05:34:00.000	Lepidoptera
