"deployment_id"	"longitude"	"latitude"	"locationName"	"deployment_start"	"deployment_end"	"cameraID"	"cameraModel"	"cameraVersion"	"detectionDistance"	"baitUse"	"baitType"	"firmwareVersion"	"firmwareDate"
TH-J-4839	8.5151100	48.9939800	Gewann Kaltenberg, Berghausen-Pfinztal, Karlsruhe			SN010019							
