"media_id"	"deploymentID"	"captureMethod"	"timestamp"	"filePath"	"filePublic"	"fileName"	"fileMediatype"
338323	TH-J-4839	automatic interval exposure	2025-08-17 02:25:00.000	https://lepmon.de/annot8/media/338323	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0225.jpg	image
338324	TH-J-4839	automatic interval exposure	2025-08-17 02:27:00.000	https://lepmon.de/annot8/media/338324	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0227.jpg	image
338326	TH-J-4839	automatic interval exposure	2025-08-17 02:29:00.000	https://lepmon.de/annot8/media/338326	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0229.jpg	image
338327	TH-J-4839	automatic interval exposure	2025-08-17 02:31:00.000	https://lepmon.de/annot8/media/338327	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0231.jpg	image
338328	TH-J-4839	automatic interval exposure	2025-08-17 02:33:00.000	https://lepmon.de/annot8/media/338328	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0233.jpg	image
338330	TH-J-4839	automatic interval exposure	2025-08-17 02:35:00.000	https://lepmon.de/annot8/media/338330	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0235.jpg	image
338331	TH-J-4839	automatic interval exposure	2025-08-17 02:37:00.000	https://lepmon.de/annot8/media/338331	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0237.jpg	image
338332	TH-J-4839	automatic interval exposure	2025-08-17 02:39:00.000	https://lepmon.de/annot8/media/338332	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0239.jpg	image
338334	TH-J-4839	automatic interval exposure	2025-08-17 02:41:00.000	https://lepmon.de/annot8/media/338334	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0241.jpg	image
338335	TH-J-4839	automatic interval exposure	2025-08-17 02:43:00.000	https://lepmon.de/annot8/media/338335	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0243.jpg	image
338337	TH-J-4839	automatic interval exposure	2025-08-17 02:45:00.000	https://lepmon.de/annot8/media/338337	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0245.jpg	image
338338	TH-J-4839	automatic interval exposure	2025-08-17 02:47:00.000	https://lepmon.de/annot8/media/338338	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0247.jpg	image
338339	TH-J-4839	automatic interval exposure	2025-08-17 02:49:00.000	https://lepmon.de/annot8/media/338339	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0249.jpg	image
338341	TH-J-4839	automatic interval exposure	2025-08-17 02:51:00.000	https://lepmon.de/annot8/media/338341	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0251.jpg	image
338342	TH-J-4839	automatic interval exposure	2025-08-17 02:53:00.000	https://lepmon.de/annot8/media/338342	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0253.jpg	image
338343	TH-J-4839	automatic interval exposure	2025-08-17 02:55:00.000	https://lepmon.de/annot8/media/338343	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0255.jpg	image
338345	TH-J-4839	automatic interval exposure	2025-08-17 02:57:00.000	https://lepmon.de/annot8/media/338345	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0257.jpg	image
338346	TH-J-4839	automatic interval exposure	2025-08-17 02:59:00.000	https://lepmon.de/annot8/media/338346	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0259.jpg	image
338348	TH-J-4839	automatic interval exposure	2025-08-17 03:01:00.000	https://lepmon.de/annot8/media/338348	Y	Lepmon#SN010019_TH_J_2025-08-17_T_0301.jpg	image
