mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments
5mp_010421_17_34_03_635161,dep13,timeLapse,2021-04-01T17:34:04+02:00,media/5mp_010421_17_34_03_635161.jpg,True,5mp_010421_17_34_03_635161.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:34:04"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:34:04"", ""DateTimeDigitized"": ""2021:04:01 17:34:04"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_35_58_005928,dep13,timeLapse,2021-04-01T17:35:58+02:00,media/5mp_010421_17_35_58_005928.jpg,True,5mp_010421_17_35_58_005928.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:35:58"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:35:58"", ""DateTimeDigitized"": ""2021:04:01 17:35:58"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_36_44_098033,dep13,timeLapse,2021-04-01T17:36:44+02:00,media/5mp_010421_17_36_44_098033.jpg,True,5mp_010421_17_36_44_098033.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:36:44"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:36:44"", ""DateTimeDigitized"": ""2021:04:01 17:36:44"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_22_071766,dep13,timeLapse,2021-04-01T17:37:22+02:00,media/5mp_010421_17_37_22_071766.jpg,True,5mp_010421_17_37_22_071766.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:22"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:22"", ""DateTimeDigitized"": ""2021:04:01 17:37:22"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_33_690273,dep13,timeLapse,2021-04-01T17:37:34+02:00,media/5mp_010421_17_37_33_690273.jpg,True,5mp_010421_17_37_33_690273.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:34"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:34"", ""DateTimeDigitized"": ""2021:04:01 17:37:34"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_34_981064,dep13,timeLapse,2021-04-01T17:37:35+02:00,media/5mp_010421_17_37_34_981064.jpg,True,5mp_010421_17_37_34_981064.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:35"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:35"", ""DateTimeDigitized"": ""2021:04:01 17:37:35"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_36_300696,dep13,timeLapse,2021-04-01T17:37:36+02:00,media/5mp_010421_17_37_36_300696.jpg,True,5mp_010421_17_37_36_300696.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:36"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:36"", ""DateTimeDigitized"": ""2021:04:01 17:37:36"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_38_901514,dep13,timeLapse,2021-04-01T17:37:39+02:00,media/5mp_010421_17_37_38_901514.jpg,True,5mp_010421_17_37_38_901514.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:39"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:39"", ""DateTimeDigitized"": ""2021:04:01 17:37:39"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_45_219545,dep13,timeLapse,2021-04-01T17:37:45+02:00,media/5mp_010421_17_37_45_219545.jpg,True,5mp_010421_17_37_45_219545.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:45"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:45"", ""DateTimeDigitized"": ""2021:04:01 17:37:45"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_37_52_684992,dep13,timeLapse,2021-04-01T17:37:53+02:00,media/5mp_010421_17_37_52_684992.jpg,True,5mp_010421_17_37_52_684992.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:37:53"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:37:53"", ""DateTimeDigitized"": ""2021:04:01 17:37:53"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_40_31_971081,dep13,timeLapse,2021-04-01T17:40:32+02:00,media/5mp_010421_17_40_31_971081.jpg,True,5mp_010421_17_40_31_971081.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:40:32"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:40:32"", ""DateTimeDigitized"": ""2021:04:01 17:40:32"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_40_33_481011,dep13,timeLapse,2021-04-01T17:40:34+02:00,media/5mp_010421_17_40_33_481011.jpg,True,5mp_010421_17_40_33_481011.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:40:34"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:40:34"", ""DateTimeDigitized"": ""2021:04:01 17:40:34"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_40_36_033661,dep13,timeLapse,2021-04-01T17:40:36+02:00,media/5mp_010421_17_40_36_033661.jpg,True,5mp_010421_17_40_36_033661.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:40:36"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:40:36"", ""DateTimeDigitized"": ""2021:04:01 17:40:36"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_40_37_226677,dep13,timeLapse,2021-04-01T17:40:37+02:00,media/5mp_010421_17_40_37_226677.jpg,True,5mp_010421_17_40_37_226677.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:40:37"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:40:37"", ""DateTimeDigitized"": ""2021:04:01 17:40:37"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_17_40_43_536728,dep13,timeLapse,2021-04-01T17:40:44+02:00,media/5mp_010421_17_40_43_536728.jpg,True,5mp_010421_17_40_43_536728.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 17:40:44"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 17:40:44"", ""DateTimeDigitized"": ""2021:04:01 17:40:44"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_18_03_44_079895,dep13,timeLapse,2021-04-01T18:03:44+02:00,media/5mp_010421_18_03_44_079895.jpg,True,5mp_010421_18_03_44_079895.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 18:03:44"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 18:03:44"", ""DateTimeDigitized"": ""2021:04:01 18:03:44"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_18_32_47_571194,dep13,timeLapse,2021-04-01T18:32:48+02:00,media/5mp_010421_18_32_47_571194.jpg,True,5mp_010421_18_32_47_571194.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 18:32:48"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 18:32:48"", ""DateTimeDigitized"": ""2021:04:01 18:32:48"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 640, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_19_14_45_472869,dep13,timeLapse,2021-04-01T19:14:46+02:00,media/5mp_010421_19_14_45_472869.jpg,True,5mp_010421_19_14_45_472869.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 19:14:46"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 19:14:46"", ""DateTimeDigitized"": ""2021:04:01 19:14:46"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 250, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_19_37_13_765713,dep13,timeLapse,2021-04-01T19:37:14+02:00,media/5mp_010421_19_37_13_765713.jpg,True,5mp_010421_19_37_13_765713.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 19:37:14"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 19:37:14"", ""DateTimeDigitized"": ""2021:04:01 19:37:14"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_19_37_17_497836,dep13,timeLapse,2021-04-01T19:37:18+02:00,media/5mp_010421_19_37_17_497836.jpg,True,5mp_010421_19_37_17_497836.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 19:37:18"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 19:37:18"", ""DateTimeDigitized"": ""2021:04:01 19:37:18"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_19_37_18_741341,dep13,timeLapse,2021-04-01T19:37:19+02:00,media/5mp_010421_19_37_18_741341.jpg,True,5mp_010421_19_37_18_741341.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 19:37:19"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 19:37:19"", ""DateTimeDigitized"": ""2021:04:01 19:37:19"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 320, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
5mp_010421_19_50_18_492666,dep13,timeLapse,2021-04-01T19:50:19+02:00,media/5mp_010421_19_50_18_492666.jpg,True,5mp_010421_19_50_18_492666.jpg,image/jpeg,"{""ImageWidth"": 1280, ""ImageLength"": 960, ""ResolutionUnit"": 2, ""ExifOffset"": 192, ""Make"": ""RaspberryPi"", ""Model"": ""RP_ov5647"", ""DateTime"": ""2021:04:01 19:50:19"", ""YCbCrPositioning"": 1, ""DateTimeOriginal"": ""2021:04:01 19:50:19"", ""DateTimeDigitized"": ""2021:04:01 19:50:19"", ""MeteringMode"": 2, ""Flash"": 0, ""ColorSpace"": 1, ""ExifImageWidth"": 1280, ""ExifInteroperabilityOffset"": 908, ""ExifImageHeight"": 960, ""ExposureProgram"": 3, ""ISOSpeedRatings"": 250, ""ExposureMode"": 0, ""WhiteBalance"": 0}",,
