mediaID,deploymentID,captureMethod,timestamp,filePath,filePublic,fileName,fileMediatype,exifData,favorite,mediaComments
1,dep000098,timeLapse, 2024-11-01T02:38:20-04:00,20241101023820-snapshot.jpg,TRUE,,image,,,
2,dep000098,timeLapse, 2024-11-02T02:19:09-04:00,20241102021909-snapshot.jpg,TRUE,,image,,,
