"deployment_id"	"longitude"	"latitude"	"locationName"	"deployment_start"	"deployment_end"	"cameraID"	"cameraModel"	"cameraVersion"	"detectionDistance"	"baitUse"	"baitType"	"firmwareVersion"	"firmwareDate"
"TH-J-3140"	"11.5366376"	"50.9403329"	"Waldstandort Remderoda, Jena"	"2026-04-01T16:00:00Z"	"2026-10-15T16:00:00Z"	"SN010030"	"ARNI Pro Gen_3"	"Pro_Gen_3"	"0.7"	"Y"	"light"	"2.0.9"	"2025-06-10"
